COG,departement,commune,population,Pop_in_QPV_pct,Total_QPV,logements_sociaux_pct,Insécurité_Score,Immigration_Score,Islamisation_Score,Défrancisation_Score,Wokisme_Score,Number_of_Mosques,Mosque_p100k
71251,71,Laizy,595,0.0,0,4.0,27,45,18,60,16,0,0.0
71252,71,Lalheue,350,0.0,0,4.0,23,45,18,60,16,0,0.0
71253,71,Lans,945,0.0,0,2.0,31,45,18,60,14,0,0.0
71254,71,Lays-sur-le-Doubs,162,0.0,0,0.0,19,45,18,60,12,0,0.0
71255,71,Lesme,173,0.0,0,0.0,21,45,18,60,12,0,0.0
71256,71,Lessard-en-Bresse,562,0.0,0,6.0,211,45,18,238,18,0,0.0
71257,71,Lessard-le-National,662,0.0,0,0.0,26,45,18,60,12,0,0.0
71258,71,Leynes,506,0.0,0,7.0,32,45,18,60,19,0,0.0
71259,71,Ligny-en-Brionnais,379,0.0,0,2.0,22,45,18,60,14,0,0.0
71261,71,Loisy,686,0.0,0,2.0,32,45,18,60,14,0,0.0
71262,71,Longepierre,161,0.0,0,0.0,16,45,18,60,12,0,0.0
71263,71,Louhans,6483,0.0,0,11.0,76,61,18,76,23,0,0.0
71264,71,Lournand,319,0.0,0,0.0,17,45,18,60,12,0,0.0
71266,71,Lucenay-l'Évêque,327,0.0,0,2.0,27,45,18,60,14,0,0.0
71267,71,Lugny,848,0.0,0,9.0,148,45,18,60,21,0,0.0
71268,71,Lugny-lès-Charolles,324,0.0,0,4.0,23,45,18,60,16,0,0.0
71269,71,Lux,1902,0.0,0,20.0,52,45,18,60,32,0,0.0
71270,71,Mâcon,34759,26.61,4,40.0,201,132,122,113,193,2,5.75
71271,71,Mailly,147,0.0,0,0.0,27,45,18,60,12,0,0.0
71272,71,Malay,216,0.0,0,0.0,24,45,18,60,12,0,0.0
71273,71,Maltat,280,0.0,0,6.0,18,45,18,60,18,0,0.0
71274,71,Mancey,390,0.0,0,0.0,30,45,18,60,12,0,0.0
71275,71,Marcigny,1711,0.0,0,12.0,83,45,18,60,24,0,0.0
71276,71,Marcilly-la-Gueurce,135,0.0,0,0.0,12,45,18,60,12,0,0.0
71277,71,Marcilly-lès-Buxy,683,0.0,0,1.0,32,45,18,60,13,0,0.0
71278,71,Marigny,164,0.0,0,0.0,14,45,18,60,12,0,0.0
71279,71,Le Rousset-Marizy,603,0.0,0,2.0,29,45,18,60,14,0,0.0
71280,71,Marly-sous-Issy,82,0.0,0,0.0,22,45,18,60,12,0,0.0
71281,71,Marly-sur-Arroux,297,0.0,0,2.0,33,45,18,60,14,0,0.0
71282,71,Marmagne,1276,0.0,0,6.0,112,45,18,60,18,0,0.0
71283,71,Marnay,534,0.0,0,2.0,24,45,18,60,14,0,0.0
71284,71,Martailly-lès-Brancion,124,0.0,0,0.0,23,45,18,60,12,0,0.0
71285,71,Martigny-le-Comte,404,0.0,0,4.0,25,45,18,60,16,0,0.0
71286,71,Mary,282,0.0,0,0.0,29,45,18,60,12,0,0.0
71287,71,Massilly,308,0.0,0,6.0,29,45,18,60,18,0,0.0
71289,71,Matour,1159,0.0,0,13.0,34,45,18,60,25,0,0.0
71290,71,Mazille,401,0.0,0,0.0,27,45,18,60,12,0,0.0
71291,71,Melay,964,0.0,0,0.0,28,45,18,60,12,0,0.0
71292,71,Mellecey,1311,0.0,0,0.0,32,45,18,60,12,0,0.0
71293,71,Ménetreuil,410,0.0,0,2.0,30,45,18,60,14,0,0.0
71294,71,Mercurey,1217,0.0,0,14.0,40,45,18,60,26,0,0.0
71295,71,Mervans,1488,0.0,0,9.0,34,45,18,60,21,0,0.0
71296,71,Messey-sur-Grosne,742,0.0,0,1.0,28,45,18,60,13,0,0.0
71297,71,Mesvres,744,0.0,0,5.0,33,45,18,60,17,0,0.0
71299,71,Milly-Lamartine,339,0.0,0,5.0,26,45,18,60,17,0,0.0
71300,71,Le Miroir,593,0.0,0,10.0,33,45,18,60,22,0,0.0
71301,71,Mont,168,0.0,0,8.0,21,45,18,60,20,0,0.0
71302,71,Montagny-lès-Buxy,203,0.0,0,0.0,21,45,18,60,12,0,0.0
71303,71,Montagny-près-Louhans,496,0.0,0,5.0,19,45,18,60,17,0,0.0
71305,71,Montbellet,864,0.0,0,1.0,33,45,18,60,13,0,0.0
71306,71,Montceau-les-Mines,16946,16.74,2,43.0,194,121,164,89,138,2,11.8
71307,71,Montceaux-l'Étoile,297,0.0,0,2.0,28,45,18,60,14,0,0.0
71308,71,Montceaux-Ragny,31,0.0,0,0.0,9,45,18,60,12,0,0.0
71309,71,Montcenis,1864,0.0,0,14.0,37,45,18,60,26,0,0.0
71310,71,Montchanin,4982,0.0,0,38.0,69,65,219,60,50,1,20.07
71311,71,Montcony,251,0.0,0,4.0,21,45,18,60,16,0,0.0
71312,71,Montcoy,241,0.0,0,0.0,25,45,18,60,12,0,0.0
71313,71,Monthelon,375,0.0,0,3.0,27,45,18,60,15,0,0.0
71314,71,Montjay,199,0.0,0,0.0,21,45,18,60,12,0,0.0
71315,71,Mont-lès-Seurre,188,0.0,0,0.0,21,45,18,60,12,0,0.0
71316,71,Montmelard,356,0.0,0,3.0,20,45,18,60,15,0,0.0
71317,71,Montmort,186,0.0,0,0.0,24,45,18,60,12,0,0.0
71318,71,Montpont-en-Bresse,1087,0.0,0,10.0,124,229,18,244,114,0,0.0
71319,71,Montret,763,0.0,0,13.0,32,45,18,60,25,0,0.0
71320,71,Mont-Saint-Vincent,310,0.0,0,2.0,22,45,18,60,14,0,0.0
71321,71,Morey,191,0.0,0,0.0,26,45,18,60,12,0,0.0
71322,71,Morlet,59,0.0,0,0.0,12,45,18,60,12,0,0.0
71323,71,Mornay,142,0.0,0,0.0,18,45,18,60,12,0,0.0
71324,71,Moroges,595,0.0,0,2.0,24,45,18,60,14,0,0.0
71325,71,La Motte-Saint-Jean,1186,0.0,0,0.0,32,45,18,60,12,0,0.0
71326,71,Mouthier-en-Bresse,428,0.0,0,0.0,28,45,18,60,12,0,0.0
71327,71,Mussy-sous-Dun,330,0.0,0,1.0,17,45,18,60,13,0,0.0
71328,71,Nanton,654,0.0,0,8.0,23,45,18,60,20,0,0.0
71329,71,Navilly,405,0.0,0,1.0,32,45,18,60,13,0,0.0
71330,71,Neuvy-Grandchamp,752,0.0,0,5.0,31,45,18,60,17,0,0.0
71331,71,Nochize,101,0.0,0,0.0,14,45,18,60,12,0,0.0
71332,71,Ormes,493,0.0,0,2.0,28,45,18,60,14,0,0.0
71333,71,Oslon,1221,0.0,0,4.0,34,45,18,60,16,0,0.0
71334,71,Oudry,384,0.0,0,0.0,26,45,18,60,12,0,0.0
71335,71,Ouroux-sous-le-Bois-Sainte-Marie,66,0.0,0,0.0,12,45,18,60,12,0,0.0
71336,71,Ouroux-sur-Saône,3183,0.0,0,5.0,37,45,18,60,17,0,0.0
71337,71,Oyé,290,0.0,0,0.0,26,45,18,60,12,0,0.0
71338,71,Ozenay,231,0.0,0,0.0,26,45,18,60,12,0,0.0
71339,71,Ozolles,371,0.0,0,2.0,28,45,18,60,14,0,0.0
71340,71,Palinges,1413,0.0,0,10.0,30,45,18,60,22,0,0.0
71341,71,Palleau,254,0.0,0,0.0,24,45,18,60,12,0,0.0
71342,71,Paray-le-Monial,9256,0.0,0,21.0,63,56,18,82,43,0,0.0
71343,71,Paris-l'Hôpital,287,0.0,0,0.0,22,45,18,60,12,0,0.0
71344,71,Passy,70,0.0,0,0.0,10,45,18,60,12,0,0.0
71345,71,Péronne,666,0.0,0,6.0,32,45,18,60,18,0,0.0
71346,71,Perrecy-les-Forges,1546,0.0,0,7.0,31,45,18,60,19,0,0.0
71347,71,Perreuil,565,0.0,0,0.0,27,45,18,60,12,0,0.0
71348,71,Perrigny-sur-Loire,140,0.0,0,7.0,20,45,18,60,19,0,0.0
71349,71,La Petite-Verrière,48,0.0,0,0.0,6,45,18,60,12,0,0.0
71350,71,Pierreclos,851,0.0,0,1.0,30,45,18,60,13,0,0.0
71351,71,Pierre-de-Bresse,1945,0.0,0,4.0,45,45,18,60,16,0,0.0
71352,71,Le Planois,87,0.0,0,0.0,13,45,18,60,12,0,0.0
71353,71,Plottes,554,0.0,0,24.0,33,45,18,60,36,0,0.0
71354,71,Poisson,559,0.0,0,3.0,28,45,18,60,15,0,0.0
71355,71,Pontoux,276,0.0,0,0.0,29,45,18,60,12,0,0.0
71356,71,Pouilloux,955,0.0,0,5.0,30,45,18,60,17,0,0.0
71357,71,Pourlans,220,0.0,0,0.0,26,45,18,60,12,0,0.0
71358,71,Pressy-sous-Dondin,103,0.0,0,0.0,19,45,18,60,12,0,0.0
71359,71,Préty,583,0.0,0,0.0,31,45,18,60,12,0,0.0
71360,71,Prissé,1865,0.0,0,11.0,89,45,18,60,23,0,0.0
71361,71,Prizy,56,0.0,0,0.0,16,45,18,60,12,0,0.0
71362,71,Pruzilly,330,0.0,0,0.0,26,45,18,60,12,0,0.0
71363,71,Le Puley,80,0.0,0,0.0,21,45,18,60,12,0,0.0
71364,71,La Racineuse,172,0.0,0,0.0,18,45,18,60,12,0,0.0
71365,71,Rancy,612,0.0,0,2.0,30,45,18,60,14,0,0.0
71366,71,Ratenelle,369,0.0,0,1.0,26,45,18,60,13,0,0.0
71367,71,Ratte,371,0.0,0,6.0,32,45,18,60,18,0,0.0
71368,71,Reclesne,287,0.0,0,0.0,20,45,18,60,12,0,0.0
71369,71,Remigny,411,0.0,0,0.0,22,45,18,60,12,0,0.0
71370,71,Rigny-sur-Arroux,616,0.0,0,8.0,29,45,18,60,20,0,0.0
71371,71,La Roche-Vineuse,1571,0.0,0,2.0,32,45,18,60,14,0,0.0
71372,71,Romanèche-Thorins,2002,0.0,0,4.0,37,45,18,60,16,0,0.0
71373,71,Romenay,1740,0.0,0,4.0,40,45,18,60,16,0,0.0
71374,71,Rosey,160,0.0,0,0.0,14,45,18,60,12,0,0.0
71376,71,Roussillon-en-Morvan,274,0.0,0,2.0,27,45,18,60,14,0,0.0
71377,71,Royer,138,0.0,0,0.0,21,45,18,60,12,0,0.0
71378,71,Rully,1581,0.0,0,2.0,161,108,18,60,14,0,0.0
71379,71,Sagy,1250,0.0,0,6.0,41,45,18,60,18,0,0.0
71380,71,Saillenard,810,0.0,0,5.0,29,45,18,60,17,0,0.0
71381,71,Sailly,70,0.0,0,0.0,8,45,18,60,12,0,0.0
71382,71,Saint-Agnan,690,0.0,0,6.0,32,45,18,60,18,0,0.0
71383,71,Saint-Albain,548,0.0,0,6.0,227,45,18,60,18,0,0.0
71384,71,Saint-Ambreuil,525,0.0,0,4.0,416,236,18,60,16,0,0.0
71385,71,Saint-Amour-Bellevue,590,0.0,0,2.0,25,45,18,60,14,0,0.0
71386,71,Saint-André-en-Bresse,129,0.0,0,17.0,26,45,18,60,29,0,0.0
71387,71,Saint-André-le-Désert,245,0.0,0,3.0,29,45,18,60,15,0,0.0
71388,71,Saint-Aubin-en-Charollais,493,0.0,0,3.0,25,45,18,60,15,0,0.0
71389,71,Saint-Aubin-sur-Loire,267,0.0,0,2.0,33,45,18,60,14,0,0.0
71390,71,Saint-Berain-sous-Sanvignes,1106,0.0,0,2.0,30,45,18,60,14,0,0.0
71391,71,Saint-Bérain-sur-Dheune,542,0.0,0,7.0,32,45,18,60,19,0,0.0
71392,71,Saint-Boil,492,0.0,0,1.0,30,45,18,60,13,0,0.0
71393,71,Saint-Bonnet-de-Cray,508,0.0,0,0.0,25,45,18,60,12,0,0.0
71394,71,Saint-Bonnet-de-Joux,797,0.0,0,14.0,33,45,18,60,26,0,0.0
71395,71,Saint-Bonnet-de-Vieille-Vigne,217,0.0,0,0.0,21,45,18,60,12,0,0.0
71396,71,Saint-Bonnet-en-Bresse,489,0.0,0,3.0,32,45,18,60,15,0,0.0
71397,71,Sainte-Cécile,282,0.0,0,0.0,23,45,18,60,12,0,0.0
71398,71,Saint-Christophe-en-Bresse,1054,0.0,0,0.0,32,45,18,60,12,0,0.0
71399,71,Saint-Christophe-en-Brionnais,513,0.0,0,9.0,23,45,18,60,21,0,0.0
71400,71,Saint-Clément-sur-Guye,139,0.0,0,0.0,16,45,18,60,12,0,0.0
71401,71,Sainte-Croix-en-Bresse,657,0.0,0,7.0,30,45,18,60,19,0,0.0
71402,71,Saint-Cyr,765,0.0,0,1.0,162,45,18,60,13,0,0.0
71403,71,Saint-Denis-de-Vaux,275,0.0,0,0.0,26,45,18,60,12,0,0.0
71404,71,Saint-Désert,898,0.0,0,4.0,32,45,18,60,16,0,0.0
71405,71,Saint-Didier-en-Bresse,183,0.0,0,0.0,18,45,18,60,12,0,0.0
71406,71,Saint-Didier-en-Brionnais,122,0.0,0,3.0,20,45,18,60,15,0,0.0
71407,71,Saint-Didier-sur-Arroux,223,0.0,0,0.0,27,45,18,60,12,0,0.0
71408,71,Saint-Edmond,426,0.0,0,4.0,28,45,18,60,16,0,0.0
71409,71,Saint-Émiland,307,0.0,0,0.0,25,45,18,60,12,0,0.0
71410,71,Saint-Étienne-en-Bresse,806,0.0,0,1.0,33,45,18,60,13,0,0.0
71411,71,Saint-Eugène,150,0.0,0,0.0,17,45,18,60,12,0,0.0
71412,71,Saint-Eusèbe,1175,0.0,0,1.0,33,45,18,60,13,0,0.0
71413,71,Saint-Firmin,785,0.0,0,3.0,29,45,18,60,15,0,0.0
71414,71,Saint-Forgeot,434,0.0,0,0.0,24,45,18,60,12,0,0.0
71415,71,Sainte-Foy,143,0.0,0,0.0,27,45,18,60,12,0,0.0
71416,71,Saint-Gengoux-de-Scissé,593,0.0,0,5.0,27,45,18,60,17,0,0.0
71417,71,Saint-Gengoux-le-National,1047,0.0,0,10.0,43,45,18,60,22,0,0.0
71419,71,Saint-Germain-du-Bois,1947,0.0,0,4.0,43,45,18,60,16,0,0.0
71420,71,Saint-Germain-du-Plain,2346,0.0,0,2.0,36,45,18,60,14,0,0.0
71421,71,Saint-Germain-en-Brionnais,177,0.0,0,2.0,13,45,18,60,14,0,0.0
71422,71,Saint-Germain-lès-Buxy,263,0.0,0,0.0,28,45,18,60,12,0,0.0
71423,71,Saint-Gervais-en-Vallière,440,0.0,0,0.0,21,45,18,60,12,0,0.0
71424,71,Saint-Gervais-sur-Couches,209,0.0,0,2.0,16,45,18,60,14,0,0.0
71425,71,Saint-Gilles,281,0.0,0,0.0,32,45,18,60,12,0,0.0
71426,71,Sainte-Hélène,510,0.0,0,2.0,225,241,18,257,14,0,0.0
71427,71,Saint-Huruge,52,0.0,0,0.0,14,45,18,60,12,0,0.0
71428,71,Saint-Igny-de-Roche,776,0.0,0,4.0,28,45,18,60,16,0,0.0
71430,71,Saint-Jean-de-Vaux,389,0.0,0,0.0,28,45,18,60,12,0,0.0
71431,71,Saint-Jean-de-Trézy,377,0.0,0,0.0,28,45,18,60,12,0,0.0
71433,71,Saint-Julien-de-Civry,468,0.0,0,0.0,31,45,18,60,12,0,0.0
71434,71,Saint-Julien-de-Jonzy,337,0.0,0,0.0,28,45,18,60,12,0,0.0
71435,71,Saint-Julien-sur-Dheune,230,0.0,0,3.0,23,45,18,60,15,0,0.0
71436,71,Saint-Laurent-d'Andenay,966,0.0,0,16.0,33,45,18,60,28,0,0.0
71437,71,Saint-Laurent-en-Brionnais,325,0.0,0,0.0,18,45,18,60,12,0,0.0
71438,71,Saint-Léger-du-Bois,511,0.0,0,0.0,28,45,18,60,12,0,0.0
71439,71,Saint-Léger-lès-Paray,759,0.0,0,0.0,26,45,18,60,12,0,0.0
71440,71,Saint-Léger-sous-Beuvray,371,0.0,0,9.0,29,45,18,60,21,0,0.0
71441,71,Saint-Léger-sous-la-Bussière,287,0.0,0,0.0,24,45,18,60,12,0,0.0
71442,71,Saint-Léger-sur-Dheune,1554,0.0,0,15.0,35,45,18,60,27,0,0.0
71443,71,Saint-Loup-Géanges,1643,0.0,0,3.0,33,45,18,60,15,0,0.0
71444,71,Saint-Loup-de-Varennes,1249,0.0,0,2.0,37,45,18,60,14,0,0.0
71445,71,Saint-Marcel,6211,0.0,0,18.0,48,45,18,60,30,0,0.0
71446,71,Saint-Marcelin-de-Cray,196,0.0,0,0.0,28,45,18,60,12,0,0.0
71447,71,Saint-Mard-de-Vaux,267,0.0,0,0.0,13,45,18,60,12,0,0.0
71448,71,Saint-Martin-Belle-Roche,1388,0.0,0,7.0,36,45,18,60,19,0,0.0
71449,71,Saint-Martin-d'Auxy,146,0.0,0,2.0,23,45,18,60,14,0,0.0
71450,71,Saint-Martin-de-Commune,100,0.0,0,0.0,21,45,18,60,12,0,0.0
71451,71,Saint-Martin-de-Lixy,92,0.0,0,5.0,10,45,18,60,17,0,0.0
71452,71,Saint-Martin-de-Salencey,114,0.0,0,0.0,21,45,18,60,12,0,0.0
71453,71,Saint-Martin-du-Lac,241,0.0,0,0.0,29,45,18,60,12,0,0.0
71454,71,Saint-Martin-du-Mont,175,0.0,0,13.0,13,45,18,60,25,0,0.0
71455,71,Saint-Martin-du-Tartre,150,0.0,0,0.0,14,45,18,60,12,0,0.0
71456,71,Saint-Martin-en-Bresse,1902,0.0,0,4.0,32,45,18,60,16,0,0.0
71457,71,Saint-Martin-en-Gâtinois,120,0.0,0,0.0,16,45,18,60,12,0,0.0
71458,71,Saint-Martin-la-Patrouille,65,0.0,0,0.0,21,45,18,60,12,0,0.0
71459,71,Saint-Martin-sous-Montaigu,328,0.0,0,0.0,23,45,18,60,12,0,0.0
71460,71,Saint-Maurice-de-Satonnay,484,0.0,0,3.0,27,45,18,60,15,0,0.0
71461,71,Saint-Maurice-des-Champs,65,0.0,0,0.0,14,45,18,60,12,0,0.0
71462,71,Saint-Maurice-en-Rivière,523,0.0,0,2.0,29,45,18,60,14,0,0.0
71463,71,Saint-Maurice-lès-Châteauneuf,595,0.0,0,5.0,31,45,18,60,17,0,0.0
71464,71,Saint-Maurice-lès-Couches,177,0.0,0,0.0,15,45,18,60,12,0,0.0
71465,71,Saint-Micaud,274,0.0,0,0.0,27,45,18,60,12,0,0.0
71466,71,Saint-Nizier-sur-Arroux,123,0.0,0,0.0,16,45,18,60,12,0,0.0
71468,71,Saint-Pierre-de-Varennes,837,0.0,0,2.0,27,45,18,60,14,0,0.0
71469,71,Saint-Pierre-le-Vieux,378,0.0,0,4.0,21,45,18,60,16,0,0.0
71470,71,Saint-Point,362,0.0,0,0.0,24,45,18,60,12,0,0.0
71471,71,Saint-Privé,99,0.0,0,0.0,10,45,18,60,12,0,0.0
71472,71,Saint-Prix,201,0.0,0,0.0,21,45,18,60,12,0,0.0
71473,71,Saint-Racho,150,0.0,0,3.0,14,45,18,60,15,0,0.0
71474,71,Sainte-Radegonde,149,0.0,0,0.0,14,45,18,60,12,0,0.0
71475,71,Saint-Rémy,6476,0.0,0,18.0,93,45,18,60,30,0,0.0
71477,71,Saint-Romain-sous-Gourdon,480,0.0,0,3.0,28,45,18,60,15,0,0.0
71478,71,Saint-Romain-sous-Versigny,78,0.0,0,0.0,18,45,18,60,12,0,0.0
71479,71,Saint-Sernin-du-Bois,1729,0.0,0,13.0,33,45,18,60,25,0,0.0
71480,71,Saint-Sernin-du-Plain,604,0.0,0,3.0,30,45,18,60,15,0,0.0
71481,71,Saint-Symphorien-d'Ancelles,1128,0.0,0,1.0,33,45,18,60,13,0,0.0
71482,71,Saint-Symphorien-de-Marmagne,832,0.0,0,10.0,24,45,18,60,22,0,0.0
71483,71,Saint-Symphorien-des-Bois,412,0.0,0,2.0,28,45,18,60,14,0,0.0
71484,71,Saint-Usuge,1221,0.0,0,7.0,30,45,18,60,19,0,0.0
71485,71,Saint-Vallerin,252,0.0,0,0.0,21,45,18,60,12,0,0.0
71486,71,Saint-Vallier,8508,0.0,0,18.0,49,45,18,60,30,0,0.0
71487,71,Saint-Vérand,156,0.0,0,4.0,23,45,18,60,16,0,0.0
71488,71,Saint-Vincent-des-Prés,98,0.0,0,0.0,10,45,18,60,12,0,0.0
71489,71,Saint-Vincent-en-Bresse,581,0.0,0,4.0,29,45,18,60,16,0,0.0
71490,71,Saint-Vincent-Bragny,997,0.0,0,1.0,29,45,18,60,13,0,0.0
71491,71,Saint-Yan,1132,0.0,0,13.0,32,45,18,60,25,0,0.0
71493,71,Saisy,349,0.0,0,0.0,20,45,18,60,12,0,0.0
71494,71,La Salle,508,0.0,0,0.0,34,45,18,60,12,0,0.0
71495,71,Salornay-sur-Guye,869,0.0,0,7.0,32,45,18,60,19,0,0.0
71496,71,Sampigny-lès-Maranges,134,0.0,0,0.0,28,45,18,60,12,0,0.0
71497,71,Sancé,2158,0.0,0,10.0,45,45,18,60,22,0,0.0
71498,71,Santilly,148,0.0,0,0.0,18,45,18,60,12,0,0.0
71499,71,Sanvignes-les-Mines,4265,0.0,0,28.0,57,45,18,60,40,0,0.0
71500,71,Sarry,95,0.0,0,0.0,20,45,18,60,12,0,0.0
71501,71,Sassangy,141,0.0,0,0.0,17,45,18,60,12,0,0.0
71502,71,Sassenay,1601,0.0,0,6.0,30,45,18,60,18,0,0.0
71503,71,Saules,124,0.0,0,0.0,21,45,18,60,12,0,0.0
71504,71,Saunières,83,0.0,0,0.0,15,45,18,60,12,0,0.0
71505,71,Savianges,80,0.0,0,0.0,21,45,18,60,12,0,0.0
71506,71,Savigny-en-Revermont,1141,0.0,0,0.0,41,45,18,60,12,0,0.0
71507,71,Savigny-sur-Grosne,170,0.0,0,0.0,22,45,18,60,12,0,0.0
71508,71,Savigny-sur-Seille,385,0.0,0,2.0,32,45,18,60,14,0,0.0
71509,71,La Celle-en-Morvan,461,0.0,0,3.0,24,45,18,60,15,0,0.0
71510,71,Semur-en-Brionnais,608,0.0,0,11.0,30,45,18,60,23,0,0.0
71512,71,Sennecey-le-Grand,2911,0.0,0,16.0,45,45,18,60,28,0,0.0
71513,71,Senozan,1132,0.0,0,10.0,35,45,18,60,22,0,0.0
71514,71,Sens-sur-Seille,432,0.0,0,1.0,28,45,18,60,13,0,0.0
71515,71,Sercy,103,0.0,0,0.0,19,45,18,60,12,0,0.0
71516,71,Serley,595,0.0,0,5.0,34,45,18,60,17,0,0.0
71517,71,Sermesse,246,0.0,0,1.0,23,45,18,60,13,0,0.0
71518,71,Serrières,290,0.0,0,2.0,23,45,18,60,14,0,0.0
71519,71,Serrigny-en-Bresse,187,0.0,0,3.0,17,45,18,60,15,0,0.0
71520,71,Sevrey,1208,0.0,0,29.0,133,128,101,60,41,0,0.0
71521,71,Sigy-le-Châtel,105,0.0,0,0.0,13,45,18,60,12,0,0.0
71522,71,Simandre,1744,0.0,0,1.0,33,45,18,60,13,0,0.0
71523,71,Simard,1175,0.0,0,5.0,34,45,18,60,17,0,0.0
71524,71,Sivignon,178,0.0,0,0.0,28,45,18,60,12,0,0.0
71525,71,Sologny,576,0.0,0,0.0,30,45,18,60,12,0,0.0
71526,71,Solutré-Pouilly,342,0.0,0,0.0,67,45,18,60,12,0,0.0
71527,71,Sommant,187,0.0,0,6.0,28,45,18,60,18,0,0.0
71528,71,Sornay,1958,0.0,0,9.0,38,45,18,60,21,0,0.0
71529,71,Suin,274,0.0,0,1.0,27,45,18,60,13,0,0.0
71530,71,Sully,489,0.0,0,0.0,29,45,18,60,12,0,0.0
71531,71,La Tagnière,207,0.0,0,0.0,22,45,18,60,12,0,0.0
71532,71,Taizé,196,0.0,0,0.0,18,45,18,60,12,0,0.0
71533,71,Tancon,556,0.0,0,2.0,24,45,18,60,14,0,0.0
71534,71,Le Tartre,109,0.0,0,5.0,26,45,18,60,17,0,0.0
71535,71,Tavernay,503,0.0,0,0.0,32,45,18,60,12,0,0.0
71537,71,Thil-sur-Arroux,137,0.0,0,0.0,13,45,18,60,12,0,0.0
71538,71,Thurey,422,0.0,0,2.0,28,45,18,60,14,0,0.0
71539,71,Tintry,79,0.0,0,0.0,10,45,18,60,12,0,0.0
71540,71,Torcy,2805,41.68,1,42.0,121,87,416,102,262,1,35.65
71541,71,Torpes,376,0.0,0,0.0,29,45,18,60,12,0,0.0
71542,71,Toulon-sur-Arroux,1447,0.0,0,6.0,44,114,18,60,87,0,0.0
71543,71,Tournus,5702,0.0,0,19.0,172,115,35,96,66,0,0.0
71544,71,Toutenant,173,0.0,0,0.0,22,45,18,60,12,0,0.0
71545,71,Tramayes,1067,0.0,0,10.0,32,45,18,60,22,0,0.0
71546,71,Trambly,398,0.0,0,4.0,22,45,18,60,16,0,0.0
71547,71,Trivy,259,0.0,0,3.0,409,45,18,60,15,0,0.0
71548,71,Tronchy,241,0.0,0,4.0,22,45,18,60,16,0,0.0
71549,71,La Truchère,204,0.0,0,0.0,25,45,18,60,12,0,0.0
71550,71,Uchizy,812,0.0,0,1.0,165,45,18,60,13,0,0.0
71551,71,Uchon,97,0.0,0,0.0,1055,45,18,1091,12,0,0.0
71552,71,Uxeau,497,0.0,0,5.0,13,45,18,60,17,0,0.0
71553,71,Vareilles,279,0.0,0,4.0,24,45,18,60,16,0,0.0
71554,71,Varenne-l'Arconce,111,0.0,0,0.0,20,45,18,60,12,0,0.0
71555,71,Varennes-le-Grand,2287,0.0,0,6.0,148,45,18,60,18,0,0.0
71556,71,Varennes-lès-Mâcon,581,0.0,0,0.0,33,45,18,60,12,0,0.0
71557,71,Varenne-Saint-Germain,692,0.0,0,0.0,31,45,18,60,12,0,0.0
71558,71,Varennes-Saint-Sauveur,1116,0.0,0,7.0,32,45,18,60,19,0,0.0
71559,71,Varennes-sous-Dun,525,0.0,0,2.0,26,45,18,60,14,0,0.0
71561,71,Vauban,236,0.0,0,6.0,19,45,18,60,18,0,0.0
71562,71,Vaudebarrier,207,0.0,0,0.0,17,45,18,60,12,0,0.0
71563,71,Vaux-en-Pré,77,0.0,0,0.0,19,45,18,60,12,0,0.0
71564,71,Vendenesse-lès-Charolles,738,0.0,0,2.0,30,45,18,60,14,0,0.0
71565,71,Vendenesse-sur-Arroux,557,0.0,0,3.0,30,45,18,60,15,0,0.0
71566,71,Verdun-sur-le-Doubs,942,0.0,0,16.0,44,45,18,60,28,0,0.0
71567,71,Vergisson,233,0.0,0,0.0,27,45,18,60,12,0,0.0
71568,71,Vérissey,55,0.0,0,0.0,20,45,18,60,12,0,0.0
71570,71,Verjux,508,0.0,0,2.0,32,45,18,60,14,0,0.0
71571,71,Verosvres,430,0.0,0,3.0,25,278,18,293,15,0,0.0
71572,71,Vers,234,0.0,0,2.0,23,45,18,60,14,0,0.0
71573,71,Versaugues,191,0.0,0,0.0,19,45,18,60,12,0,0.0
71574,71,Verzé,855,0.0,0,2.0,30,45,18,60,14,0,0.0
71576,71,Le Villars,285,0.0,0,0.0,30,45,18,60,12,0,0.0
71577,71,Villegaudin,218,0.0,0,0.0,18,45,18,60,12,0,0.0
71578,71,Clux-Villeneuve,301,0.0,0,1.0,34,45,18,60,13,0,0.0
71579,71,Villeneuve-en-Montagne,174,0.0,0,0.0,10,45,18,60,12,0,0.0
71580,71,Vincelles,450,0.0,0,4.0,28,45,18,60,16,0,0.0
71581,71,Vindecy,246,0.0,0,0.0,25,45,18,60,12,0,0.0
71582,71,La Vineuse sur Fregande,653,0.0,0,0.0,30,45,18,60,12,0,0.0
71583,71,Vinzelles,762,0.0,0,0.0,163,45,18,60,12,0,0.0
71584,71,Viré,1218,0.0,0,0.0,35,45,18,60,12,0,0.0
71585,71,Virey-le-Grand,1393,0.0,0,9.0,32,45,18,60,21,0,0.0
71586,71,Viry,260,0.0,0,0.0,24,45,18,60,12,0,0.0
71588,71,Vitry-en-Charollais,1082,0.0,0,1.0,32,45,18,60,13,0,0.0
71589,71,Vitry-sur-Loire,423,0.0,0,4.0,29,45,18,60,16,0,0.0
71590,71,Volesvres,661,0.0,0,0.0,32,45,18,60,12,0,0.0
71591,71,Fleurville,495,0.0,0,2.0,32,45,18,60,14,0,0.0
72001,72,Aigné,1681,0.0,0,2.0,43,41,14,60,17,0,0.0
